"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper","Aug 25, 2025, 9:03 AM","Aug 25, 2025, 10:49 AM","","Lateral Raise (Cable)",,"",2,"normal",6.25,10,,,
"Upper","Aug 25, 2025, 9:03 AM","Aug 25, 2025, 10:49 AM","","Bicep Curl (Dumbbell)",,"Per arm",0,"normal",16,8,,,
"Upper","Aug 25, 2025, 9:03 AM","Aug 25, 2025, 10:49 AM","","Bicep Curl (Dumbbell)",,"Per arm",1,"failure",20,4,,,
"Upper","Aug 25, 2025, 9:03 AM","Aug 25, 2025, 10:49 AM","","Bicep Curl (Dumbbell)",,"Per arm",2,"failure",18,6,,,
"Upper","Aug 25, 2025, 9:03 AM","Aug 25, 2025, 10:49 AM","","Triceps Pushdown",,"",0,"normal",33.75,6,,,
"Upper","Aug 25, 2025, 9:03 AM","Aug 25, 2025, 10:49 AM","","Triceps Pushdown",,"",1,"failure",38.75,8,,,
"Upper","Aug 25, 2025, 9:03 AM","Aug 25, 2025, 10:49 AM","","Triceps Pushdown",,"",2,"failure",43.75,5,,,
"Lower","Aug 19, 2025, 9:03 AM","Aug 19, 2025, 10:33 AM","","Leg Press (Machine)",,"Only 2 good reps on top set",0,"normal",197,8,,,
"Lower","Aug 19, 2025, 9:03 AM","Aug 19, 2025, 10:33 AM","","Leg Press (Machine)",,"Only 2 good reps on top set",1,"normal",297,8,,,
"Lower","Aug 19, 2025, 9:03 AM","Aug 19, 2025, 10:33 AM","","Leg Press (Machine)",,"Only 2 good reps on top set",2,"failure",397,2,,,
"Lower","Aug 19, 2025, 9:03 AM","Aug 19, 2025, 10:33 AM","","Lying Leg Curl (Machine)",,"",0,"normal",60,8,,,
"Lower","Aug 19, 2025, 9:03 AM","Aug 19, 2025, 10:33 AM","","Lying Leg Curl (Machine)",,"",1,"failure",80,8,,,
"Lower","Aug 19, 2025, 9:03 AM","Aug 19, 2025, 10:33 AM","","Lying Leg Curl (Machine)",,"",2,"failure",85,7,,,
"Lower","Aug 19, 2025, 9:03 AM","Aug 19, 2025, 10:33 AM","","Seated Calf Raise",,"",0,"normal",93,15,,,
"Lower","Aug 19, 2025, 9:03 AM","Aug 19, 2025, 10:33 AM","","Seated Calf Raise",,"",1,"normal",123,10,,,
"Lower","Aug 19, 2025, 9:03 AM","Aug 19, 2025, 10:33 AM","","Seated Calf Raise",,"",2,"normal",133,10,,,
"Lower","Aug 19, 2025, 9:03 AM","Aug 19, 2025, 10:33 AM","","Hip Adduction (Machine)",,"",0,"normal",100,10,,,
"Lower","Aug 19, 2025, 9:03 AM","Aug 19, 2025, 10:33 AM","","Hip Adduction (Machine)",,"",1,"failure",137.5,6,,,
"Lower","Aug 19, 2025, 9:03 AM","Aug 19, 2025, 10:33 AM","","Leg Extension (Machine)",,"",0,"normal",60,8,,,
"Lower","Aug 19, 2025, 9:03 AM","Aug 19, 2025, 10:33 AM","","Leg Extension (Machine)",,"",1,"failure",90,7,,,
"Lower","Aug 19, 2025, 9:03 AM","Aug 19, 2025, 10:33 AM","","Leg Extension (Machine)",,"",2,"failure",80,6,,,
"Upper","Aug 18, 2025, 7:50 AM","Aug 18, 2025, 9:16 AM","","Bench Press (Barbell)",,"Going early is awful",0,"normal",20,8,,,
"Upper","Aug 18, 2025, 7:50 AM","Aug 18, 2025, 9:16 AM","","Bench Press (Barbell)",,"Going early is awful",1,"normal",60,8,,,
"Upper","Aug 18, 2025, 7:50 AM","Aug 18, 2025, 9:16 AM","","Bench Press (Barbell)",,"Going early is awful",2,"failure",80,3,,,
"Upper","Aug 18, 2025, 7:50 AM","Aug 18, 2025, 9:16 AM","","Chest Supported Row",,"",0,"normal",111,8,,,
"Upper","Aug 18, 2025, 7:50 AM","Aug 18, 2025, 9:16 AM","","Chest Supported Row",,"",1,"normal",161,6,,,
"Upper","Aug 18, 2025, 7:50 AM","Aug 18, 2025, 9:16 AM","","Chest Supported Row",,"",2,"normal",191,6,,,
"Upper","Aug 18, 2025, 7:50 AM","Aug 18, 2025, 9:16 AM","","Shoulder Press (Dumbbell)",,"",0,"normal",24,8,,,
"Upper","Aug 18, 2025, 7:50 AM","Aug 18, 2025, 9:16 AM","","Shoulder Press (Dumbbell)",,"",1,"failure",26,7,,,
"Upper","Aug 18, 2025, 7:50 AM","Aug 18, 2025, 9:16 AM","","Shoulder Press (Dumbbell)",,"",2,"failure",28,4,,,
"Upper","Aug 18, 2025, 7:50 AM","Aug 18, 2025, 9:16 AM","","Lateral Raise (Cable)",,"",0,"warmup",3.75,10,,,
"Upper","Aug 18, 2025, 7:50 AM","Aug 18, 2025, 9:16 AM","","Lateral Raise (Cable)",,"",1,"normal",5,10,,,
"Upper","Aug 18, 2025, 7:50 AM","Aug 18, 2025, 9:16 AM","","Lateral Raise (Cable)",,"",2,"normal",6.25,8,,,
"Upper","Aug 18, 2025, 7:50 AM","Aug 18, 2025, 9:16 AM","","Bicep Curl (Dumbbell)",,"",0,"normal",16,8,,,
"Upper","Aug 18, 2025, 7:50 AM","Aug 18, 2025, 9:16 AM","","Bicep Curl (Dumbbell)",,"",1,"failure",20,4,,,
"Upper","Aug 18, 2025, 7:50 AM","Aug 18, 2025, 9:16 AM","","Triceps Pushdown",,"",0,"normal",38.75,6,,,
"Upper","Aug 18, 2025, 7:50 AM","Aug 18, 2025, 9:16 AM","","Triceps Pushdown",,"",1,"failure",43.75,5,,,
"Lower","Aug 16, 2025, 2:58 PM","Aug 16, 2025, 4:18 PM","","Seated Calf Raise",,"",0,"normal",93,15,,,
"Lower","Aug 16, 2025, 2:58 PM","Aug 16, 2025, 4:18 PM","","Seated Calf Raise",,"",1,"normal",123,10,,,
"Lower","Aug 16, 2025, 2:58 PM","Aug 16, 2025, 4:18 PM","","Seated Calf Raise",,"",2,"normal",133,9,,,
"Lower","Aug 16, 2025, 2:58 PM","Aug 16, 2025, 4:18 PM","","Leg Press (Machine)",,"Crazy gains icl",0,"normal",197,8,,,
"Lower","Aug 16, 2025, 2:58 PM","Aug 16, 2025, 4:18 PM","","Leg Press (Machine)",,"Crazy gains icl",1,"normal",297,8,,,
"Lower","Aug 16, 2025, 2:58 PM","Aug 16, 2025, 4:18 PM","","Leg Press (Machine)",,"Crazy gains icl",2,"failure",347,7,,,
"Lower","Aug 16, 2025, 2:58 PM","Aug 16, 2025, 4:18 PM","","Romanian Deadlift (Barbell)",,"",0,"normal",70,8,,,
"Lower","Aug 16, 2025, 2:58 PM","Aug 16, 2025, 4:18 PM","","Romanian Deadlift (Barbell)",,"",1,"failure",110,8,,,
"Lower","Aug 16, 2025, 2:58 PM","Aug 16, 2025, 4:18 PM","","Romanian Deadlift (Barbell)",,"",2,"failure",120,6,,,
"Lower","Aug 16, 2025, 2:58 PM","Aug 16, 2025, 4:18 PM","","Leg Extension (Machine)",,"",0,"normal",60,10,,,
"Lower","Aug 16, 2025, 2:58 PM","Aug 16, 2025, 4:18 PM","","Leg Extension (Machine)",,"",1,"failure",80,6,,,
"Lower","Aug 16, 2025, 2:58 PM","Aug 16, 2025, 4:18 PM","","Leg Extension (Machine)",,"",2,"failure",90,6,,,
"Pull","Aug 15, 2025, 10:01 AM","Aug 15, 2025, 11:27 AM","","Back Extension (Weighted Hyperextension)",,"",0,"normal",,8,,,
"Pull","Aug 15, 2025, 10:01 AM","Aug 15, 2025, 11:27 AM","","Back Extension (Weighted Hyperextension)",,"",1,"normal",40,8,,,
"Pull","Aug 15, 2025, 10:01 AM","Aug 15, 2025, 11:27 AM","","Back Extension (Weighted Hyperextension)",,"",2,"failure",40,6,,,
"Pull","Aug 15, 2025, 10:01 AM","Aug 15, 2025, 11:27 AM","","Lat Pulldown (Cable)",,"Diff grip + straps on set 2/3",0,"normal",70,8,,,
"Pull","Aug 15, 2025, 10:01 AM","Aug 15, 2025, 11:27 AM","","Lat Pulldown (Cable)",,"Diff grip + straps on set 2/3",1,"normal",90,6,,,
"Pull","Aug 15, 2025, 10:01 AM","Aug 15, 2025, 11:27 AM","","Lat Pulldown (Cable)",,"Diff grip + straps on set 2/3",2,"failure",90,6,,,
"Pull","Aug 15, 2025, 10:01 AM","Aug 15, 2025, 11:27 AM","","Single Arm Preacher Curl (Machine)",,"",0,"normal",25,8,,,
"Pull","Aug 15, 2025, 10:01 AM","Aug 15, 2025, 11:27 AM","","Single Arm Preacher Curl (Machine)",,"",1,"failure",40,6,,,
"Pull","Aug 15, 2025, 10:01 AM","Aug 15, 2025, 11:27 AM","","Single Arm Preacher Curl (Machine)",,"",2,"normal",42.5,5,,,
"Pull","Aug 15, 2025, 10:01 AM","Aug 15, 2025, 11:27 AM","","Chest Supported Row",,"",0,"normal",111,8,,,
"Pull","Aug 15, 2025, 10:01 AM","Aug 15, 2025, 11:27 AM","","Chest Supported Row",,"",1,"failure",191,5,,,
"Pull","Aug 15, 2025, 10:01 AM","Aug 15, 2025, 11:27 AM","","Hammer Curl (Dumbbell)",,"",0,"normal",20,8,,,
"Pull","Aug 15, 2025, 10:01 AM","Aug 15, 2025, 11:27 AM","","Hammer Curl (Dumbbell)",,"",1,"normal",24,8,,,
"Upper","Aug 11, 2025, 9:04 AM","Aug 11, 2025, 10:53 AM","","Chest Supported Row",,"",0,"normal",111,8,,,
"Upper","Aug 11, 2025, 9:04 AM","Aug 11, 2025, 10:53 AM","","Chest Supported Row",,"",1,"normal",161,8,,,
"Upper","Aug 11, 2025, 9:04 AM","Aug 11, 2025, 10:53 AM","","Chest Supported Row",,"",2,"normal",181,6,,,
"Upper","Aug 11, 2025, 9:04 AM","Aug 11, 2025, 10:53 AM","","Bench Press (Barbell)",,"",0,"normal",20,8,,,
"Upper","Aug 11, 2025, 9:04 AM","Aug 11, 2025, 10:53 AM","","Bench Press (Barbell)",,"",1,"normal",70,8,,,
"Upper","Aug 11, 2025, 9:04 AM","Aug 11, 2025, 10:53 AM","","Bench Press (Barbell)",,"",2,"failure",80,5,,,
"Upper","Aug 11, 2025, 9:04 AM","Aug 11, 2025, 10:53 AM","","Bicep Curl (Dumbbell)",,"Per",0,"normal",12,8,,,
"Upper","Aug 11, 2025, 9:04 AM","Aug 11, 2025, 10:53 AM","","Bicep Curl (Dumbbell)",,"Per",1,"normal",14,8,,,
"Upper","Aug 11, 2025, 9:04 AM","Aug 11, 2025, 10:53 AM","","Bicep Curl (Dumbbell)",,"Per",2,"failure",20,4,,,
"Upper","Aug 11, 2025, 9:04 AM","Aug 11, 2025, 10:53 AM","","Shoulder Press (Dumbbell)",,"Still a lil heavy",0,"normal",24,8,,,
"Upper","Aug 11, 2025, 9:04 AM","Aug 11, 2025, 10:53 AM","","Shoulder Press (Dumbbell)",,"Still a lil heavy",1,"failure",26,6,,,
"Upper","Aug 11, 2025, 9:04 AM","Aug 11, 2025, 10:53 AM","","Shoulder Press (Dumbbell)",,"Still a lil heavy",2,"failure",28,3,,,
"Upper","Aug 11, 2025, 9:04 AM","Aug 11, 2025, 10:53 AM","","Triceps Pushdown",,"",0,"normal",36.25,8,,,
"Upper","Aug 11, 2025, 9:04 AM","Aug 11, 2025, 10:53 AM","","Triceps Pushdown",,"",1,"failure",41.25,8,,,
"Upper","Aug 11, 2025, 9:04 AM","Aug 11, 2025, 10:53 AM","","Triceps Pushdown",,"",2,"failure",43.75,4,,,
"Upper A","Aug 9, 2025, 2:30 PM","Aug 9, 2025, 4:18 PM","","Incline Bench Press (Dumbbell)",,"",0,"normal",24,8,,,
"Upper A","Aug 9, 2025, 2:30 PM","Aug 9, 2025, 4:18 PM","","Incline Bench Press (Dumbbell)",,"",1,"failure",34,6,,,
"Upper A","Aug 9, 2025, 2:30 PM","Aug 9, 2025, 4:18 PM","","Incline Bench Press (Dumbbell)",,"",2,"failure",34,4,,,
"Upper A","Aug 9, 2025, 2:30 PM","Aug 9, 2025, 4:18 PM","","Lat Pulldown (Cable)",,"",0,"normal",75,8,,,
"Upper A","Aug 9, 2025, 2:30 PM","Aug 9, 2025, 4:18 PM","","Lat Pulldown (Cable)",,"",1,"normal",89,6,,,
"Upper A","Aug 9, 2025, 2:30 PM","Aug 9, 2025, 4:18 PM","","Lat Pulldown (Cable)",,"",2,"failure",96,4,,,
"Upper A","Aug 9, 2025, 2:30 PM","Aug 9, 2025, 4:18 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",20,8,,,
"Upper A","Aug 9, 2025, 2:30 PM","Aug 9, 2025, 4:18 PM","","Hammer Curl (Dumbbell)",,"",1,"normal",24,7,,,
"Upper A","Aug 9, 2025, 2:30 PM","Aug 9, 2025, 4:18 PM","","Hammer Curl (Dumbbell)",,"",2,"failure",26,5,,,
"Upper A","Aug 9, 2025, 2:30 PM","Aug 9, 2025, 4:18 PM","","Crunch (Machine)",,"",0,"normal",80,8,,,
"Upper A","Aug 9, 2025, 2:30 PM","Aug 9, 2025, 4:18 PM","","Crunch (Machine)",,"",1,"normal",90,8,,,
"Upper A","Aug 9, 2025, 2:30 PM","Aug 9, 2025, 4:18 PM","","Chest Fly (Machine)",,"",0,"normal",115,8,,,
"Upper A","Aug 9, 2025, 2:30 PM","Aug 9, 2025, 4:18 PM","","Chest Fly (Machine)",,"",1,"failure",135,5,,,
"Upper A","Aug 9, 2025, 2:30 PM","Aug 9, 2025, 4:18 PM","","Single Arm Preacher Curl (Machine)",,"",0,"normal",25,8,,,
"Upper A","Aug 9, 2025, 2:30 PM","Aug 9, 2025, 4:18 PM","","Single Arm Preacher Curl (Machine)",,"",1,"failure",40,6,,,
"Upper A","Aug 9, 2025, 2:30 PM","Aug 9, 2025, 4:18 PM","","Single Arm Preacher Curl (Machine)",,"",2,"failure",42.5,5,,,
"Lower A","Aug 7, 2025, 8:00 AM","Aug 7, 2025, 9:03 AM","","Squat (Barbell)",,"",0,"normal",20,6,,,
"Lower A","Aug 7, 2025, 8:00 AM","Aug 7, 2025, 9:03 AM","","Squat (Barbell)",,"",1,"normal",60,8,,,
"Lower A","Aug 7, 2025, 8:00 AM","Aug 7, 2025, 9:03 AM","","Squat (Barbell)",,"",2,"normal",80,6,,,
"Lower A","Aug 7, 2025, 8:00 AM","Aug 7, 2025, 9:03 AM","","Squat (Barbell)",,"",3,"failure",90,5,,,
"Lower A","Aug 7, 2025, 8:00 AM","Aug 7, 2025, 9:03 AM","","Seated Calf Raise",,"",0,"normal",93,15,,,
"Lower A","Aug 7, 2025, 8:00 AM","Aug 7, 2025, 9:03 AM","","Seated Calf Raise",,"",1,"normal",123,12,,,
"Lower A","Aug 7, 2025, 8:00 AM","Aug 7, 2025, 9:03 AM","","Seated Calf Raise",,"",2,"failure",133,8,,,
"Lower A","Aug 7, 2025, 8:00 AM","Aug 7, 2025, 9:03 AM","","Lying Leg Curl (Machine)",,"",0,"normal",60,8,,,
"Lower A","Aug 7, 2025, 8:00 AM","Aug 7, 2025, 9:03 AM","","Lying Leg Curl (Machine)",,"",1,"normal",80,8,,,
"Lower A","Aug 7, 2025, 8:00 AM","Aug 7, 2025, 9:03 AM","","Lying Leg Curl (Machine)",,"",2,"failure",85,6,,,
"Lower A","Aug 7, 2025, 8:00 AM","Aug 7, 2025, 9:03 AM","","Leg Extension (Machine)",,"Single leg sucks vro",0,"normal",60,8,,,
"Lower A","Aug 7, 2025, 8:00 AM","Aug 7, 2025, 9:03 AM","","Leg Extension (Machine)",,"Single leg sucks vro",1,"normal",80,6,,,
"Lower A","Aug 7, 2025, 8:00 AM","Aug 7, 2025, 9:03 AM","","Leg Extension (Machine)",,"Single leg sucks vro",2,"failure",90,7,,,
"Upper A","Aug 6, 2025, 2:37 PM","Aug 6, 2025, 3:27 PM","","Incline Bench Press (Dumbbell)",,"",0,"normal",24,8,,,
"Upper A","Aug 6, 2025, 2:37 PM","Aug 6, 2025, 3:27 PM","","Incline Bench Press (Dumbbell)",,"",1,"failure",34,6,,,
"Upper A","Aug 6, 2025, 2:37 PM","Aug 6, 2025, 3:27 PM","","Incline Bench Press (Dumbbell)",,"",2,"failure",34,4,,,
"Upper A","Aug 6, 2025, 2:37 PM","Aug 6, 2025, 3:27 PM","","Pull Up (Assisted)",,"",0,"normal",31.25,8,,,
"Upper A","Aug 6, 2025, 2:37 PM","Aug 6, 2025, 3:27 PM","","Pull Up (Assisted)",,"",1,"normal",28.13,8,,,
"Upper A","Aug 6, 2025, 2:37 PM","Aug 6, 2025, 3:27 PM","","Pull Up (Assisted)",,"",2,"failure",25,6,,,
"Upper A","Aug 6, 2025, 2:37 PM","Aug 6, 2025, 3:27 PM","","Single Arm Preacher Curl (Machine)",,"",0,"normal",25,8,,,
"Upper A","Aug 6, 2025, 2:37 PM","Aug 6, 2025, 3:27 PM","","Single Arm Preacher Curl (Machine)",,"",1,"failure",40,6,,,
"Upper A","Aug 6, 2025, 2:37 PM","Aug 6, 2025, 3:27 PM","","Single Arm Preacher Curl (Machine)",,"",2,"failure",42.5,5,,,
"Upper A","Aug 6, 2025, 2:37 PM","Aug 6, 2025, 3:27 PM","","Chest Fly (Machine)",,"",0,"normal",115,6,,,
"Upper A","Aug 6, 2025, 2:37 PM","Aug 6, 2025, 3:27 PM","","Crunch (Machine)",,"",0,"failure",100,3,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Leg Press (Machine)",,"",0,"normal",197,8,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Leg Press (Machine)",,"",1,"normal",297,8,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Leg Press (Machine)",,"",2,"failure",347,5,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Seated Calf Raise",,"Better ROM",0,"normal",93,15,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Seated Calf Raise",,"Better ROM",1,"normal",123,10,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Seated Calf Raise",,"Better ROM",2,"normal",133,8,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Decline Sit Ups",,"",0,"normal",5,12,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Decline Sit Ups",,"",1,"normal",10,10,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Decline Sit Ups",,"",2,"failure",20,6,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Hip Adduction (Machine)",,"Filler",0,"normal",100,10,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Hip Adduction (Machine)",,"Filler",1,"failure",135,7,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Leg Extension (Machine)",,"",0,"normal",60,10,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Leg Extension (Machine)",,"",1,"normal",80,6,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Leg Extension (Machine)",,"",2,"failure",90,6,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Lying Leg Curl (Machine)",,"",0,"normal",65,8,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Lying Leg Curl (Machine)",,"",1,"normal",80,8,,,
"Lower B","Aug 5, 2025, 2:45 PM","Aug 5, 2025, 4:18 PM","","Lying Leg Curl (Machine)",,"",2,"failure",85,5,,,
"Upper B","Aug 3, 2025, 3:14 PM","Aug 3, 2025, 4:17 PM","","Bench Press (Barbell)",,"Crying",0,"normal",20,8,,,
"Upper B","Aug 3, 2025, 3:14 PM","Aug 3, 2025, 4:17 PM","","Bench Press (Barbell)",,"Crying",1,"normal",60,8,,,
"Upper B","Aug 3, 2025, 3:14 PM","Aug 3, 2025, 4:17 PM","","Bench Press (Barbell)",,"Crying",2,"failure",80,5,,,
"Upper B","Aug 3, 2025, 3:14 PM","Aug 3, 2025, 4:17 PM","","Chest Supported Row",,"Maybe go up on 2nd set?",0,"normal",111,8,,,
"Upper B","Aug 3, 2025, 3:14 PM","Aug 3, 2025, 4:17 PM","","Chest Supported Row",,"Maybe go up on 2nd set?",1,"normal",161,9,,,
"Upper B","Aug 3, 2025, 3:14 PM","Aug 3, 2025, 4:17 PM","","Chest Supported Row",,"Maybe go up on 2nd set?",2,"normal",181,6,,,
"Upper B","Aug 3, 2025, 3:14 PM","Aug 3, 2025, 4:17 PM","","Single Arm Lateral Raise (Cable)",,"",0,"normal",3.75,8,,,
"Upper B","Aug 3, 2025, 3:14 PM","Aug 3, 2025, 4:17 PM","","Single Arm Lateral Raise (Cable)",,"",1,"normal",6.25,10,,,
"Upper B","Aug 3, 2025, 3:14 PM","Aug 3, 2025, 4:17 PM","","Single Arm Lateral Raise (Cable)",,"",2,"failure",7.5,4,,,
"Upper B","Aug 3, 2025, 3:14 PM","Aug 3, 2025, 4:17 PM","","Shoulder Press (Dumbbell)",,"Per arm - 10 sets of waiting for a bench to be free",0,"normal",24,8,,,
"Upper B","Aug 3, 2025, 3:14 PM","Aug 3, 2025, 4:17 PM","","Shoulder Press (Dumbbell)",,"Per arm - 10 sets of waiting for a bench to be free",1,"failure",26,7,,,
"Upper B","Aug 3, 2025, 3:14 PM","Aug 3, 2025, 4:17 PM","","Triceps Pushdown",,"",0,"failure",38.75,8,,,
"Upper B","Aug 3, 2025, 3:14 PM","Aug 3, 2025, 4:17 PM","","Triceps Pushdown",,"",1,"failure",41.25,7,,,
"Upper B","Aug 3, 2025, 3:14 PM","Aug 3, 2025, 4:17 PM","","Triceps Pushdown",,"",2,"failure",43.75,4,,,
"Lower A","Aug 1, 2025, 2:29 PM","Aug 1, 2025, 3:36 PM","","Leg Press (Machine)",,"",0,"normal",197,10,,,
"Lower A","Aug 1, 2025, 2:29 PM","Aug 1, 2025, 3:36 PM","","Leg Press (Machine)",,"",1,"normal",297,8,,,
"Lower A","Aug 1, 2025, 2:29 PM","Aug 1, 2025, 3:36 PM","","Leg Press (Machine)",,"",2,"normal",347,5,,,
"Lower A","Aug 1, 2025, 2:29 PM","Aug 1, 2025, 3:36 PM","","Seated Calf Raise",,"",0,"normal",93,15,,,
"Lower A","Aug 1, 2025, 2:29 PM","Aug 1, 2025, 3:36 PM","","Seated Calf Raise",,"",1,"normal",123,12,,,
"Lower A","Aug 1, 2025, 2:29 PM","Aug 1, 2025, 3:36 PM","","Seated Calf Raise",,"",2,"failure",143,6,,,
"Lower A","Aug 1, 2025, 2:29 PM","Aug 1, 2025, 3:36 PM","","Hip Adduction (Machine)",,"Filler",0,"normal",100,10,,,
"Lower A","Aug 1, 2025, 2:29 PM","Aug 1, 2025, 3:36 PM","","Lying Leg Curl (Machine)",,"",0,"normal",60,8,,,
"Lower A","Aug 1, 2025, 2:29 PM","Aug 1, 2025, 3:36 PM","","Lying Leg Curl (Machine)",,"",1,"normal",80,8,,,
"Lower A","Aug 1, 2025, 2:29 PM","Aug 1, 2025, 3:36 PM","","Lying Leg Curl (Machine)",,"",2,"failure",85,5,,,
"Lower A","Aug 1, 2025, 2:29 PM","Aug 1, 2025, 3:36 PM","","Leg Extension (Machine)",,"",0,"normal",60,8,,,
"Lower A","Aug 1, 2025, 2:29 PM","Aug 1, 2025, 3:36 PM","","Leg Extension (Machine)",,"",1,"failure",90,6,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Shoulder Press (Dumbbell)",,"",0,"normal",24,8,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Shoulder Press (Dumbbell)",,"",1,"failure",26,7,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Shoulder Press (Dumbbell)",,"",2,"failure",28,4,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Chest Supported Row",,"",0,"normal",111,8,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Chest Supported Row",,"",1,"normal",161,9,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Chest Supported Row",,"",2,"normal",181,5,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Bench Press (Barbell)",,"Almost back to peak !!!",0,"normal",20,8,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Bench Press (Barbell)",,"Almost back to peak !!!",1,"normal",60,8,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Bench Press (Barbell)",,"Almost back to peak !!!",2,"failure",80,6,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Single Arm Lateral Raise (Cable)",,"Should go up",0,"normal",3.75,8,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Single Arm Lateral Raise (Cable)",,"Should go up",1,"normal",5,8,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Single Arm Lateral Raise (Cable)",,"Should go up",2,"normal",6.25,8,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Triceps Pushdown",,"",0,"failure",36.25,8,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Triceps Pushdown",,"",1,"failure",38.75,7,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Triceps Pushdown",,"",2,"failure",41.25,6,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",3.75,10,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",5,8,,,
"Upper B","Jul 31, 2025, 9:03 AM","Jul 31, 2025, 10:45 AM","","Rear Delt Reverse Fly (Cable)",,"",2,"failure",6.25,8,,,
"Upper A","Jul 28, 2025, 11:41 AM","Jul 28, 2025, 12:29 PM","","Incline Bench Press (Dumbbell)",,"",0,"normal",24,8,,,
"Upper A","Jul 28, 2025, 11:41 AM","Jul 28, 2025, 12:29 PM","","Incline Bench Press (Dumbbell)",,"",1,"failure",34,7,,,
"Upper A","Jul 28, 2025, 11:41 AM","Jul 28, 2025, 12:29 PM","","Incline Bench Press (Dumbbell)",,"",2,"failure",34,4,,,
"Upper A","Jul 28, 2025, 11:41 AM","Jul 28, 2025, 12:29 PM","","Lat Pulldown (Cable)",,"",0,"normal",68,8,,,
"Upper A","Jul 28, 2025, 11:41 AM","Jul 28, 2025, 12:29 PM","","Lat Pulldown (Cable)",,"",1,"failure",89,6,,,
"Upper A","Jul 28, 2025, 11:41 AM","Jul 28, 2025, 12:29 PM","","Lat Pulldown (Cable)",,"",2,"failure",89,5,,,
"Upper A","Jul 28, 2025, 11:41 AM","Jul 28, 2025, 12:29 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",20,8,,,
"Upper A","Jul 28, 2025, 11:41 AM","Jul 28, 2025, 12:29 PM","","Hammer Curl (Dumbbell)",,"",1,"failure",24,7,,,
"Upper A","Jul 28, 2025, 11:41 AM","Jul 28, 2025, 12:29 PM","","Hammer Curl (Dumbbell)",,"",2,"failure",26,5,,,
"Upper A","Jul 28, 2025, 11:41 AM","Jul 28, 2025, 12:29 PM","","Chest Fly (Machine)",,"",0,"normal",115,6,,,
